artist,genre
The Veronicas,"pop, pop rock, female vocalists, australian, rock, electropop, electronic, the veronicas, dance, pop punk"
Amy Shark,"pop, indie pop, australian, female vocalists, singer-songwriter, synthpop, singer-songwriters, australia, electro, synth pop"
Aminé,"rap, Hip-Hop, trap, hip hop, american, portland, pop, hip house, USA, pop rap"
"Jonas Blue, Dakota",
Lukas Graham,"pop, soul, danish, retro pop, denmark, trollerier, funk, Blue-Eyed Soul, danish pop, All"
gnash,"pop, rock, Grunge, american, Grunge Rock, Gnash, indie pop, alt-RnB, black metal, pearl jam"
Ariana Grande,"pop, rnb, female vocalists, Ariana Grande, american, dance, r&b, nickelodeon, soul, dance-pop"
Alan Walker,"electronic, House, EDM, dance, norwegian, electro house, electronica, festival progressive house, electropop, british"
Lil Wayne,"Hip-Hop, rap, Dirty South, hip hop, southern rap, Lil Wayne, american, Gangsta Rap, New Orleans, young money"
Tove Lo,"pop, swedish, electronic, female vocalists, indie, electropop, indie pop, synthpop, Sweden, dance-pop"
"Dante Klein, Cheat Codes",
Petit Biscuit,"electronic, House, french, france, chill, chillwave, chillout, downtempo, future bass, love at first listen"
Terror Jr,"pop, electropop, indie pop, electronic, female vocalists, synthpop, Hip-Hop, american, cool hair, hip hop"
"Cheat Codes, Kris Kross Amsterdam",
Rihanna,"pop, rnb, female vocalists, dance, Hip-Hop, Rihanna, r&b, hip hop, american, reggae"
The Killers,"indie, indie rock, rock, alternative, alternative rock, american, The Killers, pop, new wave, Post-punk revival"
Vance Joy,"folk, indie, australian, singer-songwriter, acoustic, indie folk, male vocalists, indie pop, pop, australia"
Ed Sheeran,"acoustic, british, singer-songwriter, pop, easy-listening, Grime, folk, male vocalists, indie, alternative"
Kiiara,"pop, electronic, indie, american, alternative, indie pop, female vocalist, female vocalists, trip-hop, electropop"
Mark Ronson,"funk, british, pop, Hip-Hop, dj, soul, electronic, alternative, jazz, hip hop"
Eminem,"rap, Hip-Hop, hip hop, Eminem, pop, american, detroit, male vocalists, slim shady, Gangsta Rap"
Snakehips,"electronic, electronica, indie, instrumental hip-hop, chillwave, Hip-Hop, british, groove bass, nu-disco, chillout"
Isaiah Firebrace,"australian, Eurovision, soul, pop, Eurovision Song Contest, australia, ESC, ESC 2017, eurovision song contest 2017, X factor"
Anne-Marie,"pop, rnb, british, electronic, female vocalists, All, 4, my top songs, anne-marie, deek"
R. Kelly,"rnb, soul, Hip-Hop, rap, hip hop, r&b, male vocalists, american, pop, r kelly"
"JAY-Z, Kanye West","Hip-Hop, rap, Kanye West, jay-z, hip hop, Post-Metal, Sludge, hardcore, polish, american"
Jon Bellion,"hip hop, electronic, Hip-Hop, experimental, american, electropop, singer-songwriter, indie pop, pop rap, male vocalists"
ZAYN,"pop, rnb, british, male vocalists, sexy, singer-songwriter, contemporary rnb, talented, amazing voice, soul"
"DJ Snake, Bipolar Sunshine",
Kanye West,"Hip-Hop, rap, hip hop, rnb, Kanye West, Gay Fish, pop, american, chicago, electronic"
Luke Christopher,"Hip-Hop, soul, pop, rap, rnb, los angeles, american, mixed-hip hop"
Big Sean,"Hip-Hop, rap, hip hop, good music, big sean, Hip Hop/Rap, Michigan, detroit, alternative hip-hop, american"
Chet Faker,"downtempo, Lo-Fi, post-dubstep, smooth, electronic, shoegaze hip-hop, australian, soul, indie, trip-hop"
"The Weeknd, Kendrick Lamar",
Vallis Alps,"dream pop, indie, electronic, chillwave, indie pop, downtempo, pop, indietronica, electronica, electropop"
Niall Horan,"pop, folk, irish, singer-songwriter, male vocalists, one direction, pop rock, cute, sexy, baby"
"Kanye West, Jamie Foxx","Hip-Hop, rap, hip hop, rnb, Kanye West, Gay Fish, pop, american, chicago, electronic"
Foster The People,"indie, indie pop, alternative, american, indie rock, los angeles, electronic, pop, rock, alternative rock"
London Grammar,"indie pop, electronic, indie, female vocalists, british, dream pop, pop, alternative, trip-hop, london"
Kendrick Lamar,"Hip-Hop, rap, west coast, hip hop, compton, California, jazz rap, Conscious Hip Hop, west coast hip hop, american"
David Guetta,"House, dance, electronic, club, techno, french, pop, electro, electro house, David Guetta"
TLC,"rnb, Hip-Hop, female vocalists, pop, soul, 90s, r&b, hip hop, tlc, american"
"G-Eazy, Bebe Rexha","duet, duo, bebe rexha, g-eazy"
"Alok, Bruno Martini, Zeeba",
"Cash Cash, Digital Farm Animals",
Outkast,"Hip-Hop, funk, rap, soul, hip hop, Dirty South, american, southern rap, atlanta, pop"
Macklemore & Ryan Lewis,"Hip-Hop, rap, underground hip-hop, underground rap, seattle, hip hop, american, pop, USA, pop rap"
Flo Rida,"Hip-Hop, rap, hip hop, Dirty South, southern rap, dance, american, rnb, pop, Flo Rida"
Chance the Rapper,"Hip-Hop, rap, hip hop, chicago, jazz rap, pop rap, underground hip-hop, american, cloud rap, acid rap"
AJR,"indie pop, pop, indie, indie rock, american, new york, alt-pop, folk pop, pop rock, horrible"
San Holo,"electronic, trap, future bass, dutch, dance, downtempo, indietronica, beats, dubstep, All"
Galantis,"House, electronic, pop, dance, swedish, EDM, All, electro house, dance-pop, Sweden"
James Bay,"folk, indie, singer-songwriter, british, indie pop, pop, All, indie folk, folk pop, rock"
"Jack Ü, Skrillex, Diplo",
Dua Lipa,"pop, synthpop, electropop, british, female vocalists, dance-pop, nu-disco, dance, Disco, dance pop"
Guy Sebastian,"pop, soul, australian, rnb, Eurovision, male vocalists, r&b, australian idol, Eurovision Song Contest, ESC"
Rob $tone,"Hip-Hop, trap, rap, hip hop, hiphop, american, California, 5 Stars, spotify, Lo-Fi Beat"
Oasis,"britpop, rock, british, alternative, indie, alternative rock, 90s, indie rock, oasis, Manchester"
Passenger,"folk, alternative metal, Melodic Death Metal, Nu Metal, metal, acoustic, british, indie, singer-songwriter, alternative"
